run,H_end,issued,remaining,interval,n_a,m1
522,14,2592000.0,18408000.0,600.0,5,1.0
523,46,2592000.0,18408000.0,600.0,6,1.0
524,13,2592000.0,18408000.0,600.0,3,1.0
525,15,2592000.0000000005,18408000.0,1.0,5,1.0
526,111,2592000.0,18408000.0,600.0,4,1.0
527,16,2592000.0000000005,18408000.0,1.0,4,1.0
528,16,2592000.0,18408000.0,600.0,3,1.0
529,43,2592000.0000000005,18408000.0,1.0,5,1.0
530,64,2592000.0,18408000.0,10.0,1,1.0
531,128,2592000.0,18408000.0,60.0,3,1.0
532,37,2592000.0000000005,18408000.0,1.0,5,1.0
533,761,2592000.0,18408000.0,600.0,5,1.0
534,24,2592000.0000000005,18408000.0,1.0,5,1.0
535,15,2592000.0,18408000.0,600.0,3,1.0
536,110,2592000.0,18408000.0,600.0,4,1.0
537,77,2592000.0000000005,18408000.0,1.0,3,1.0
538,11,2592000.0000000005,18408000.0,1.0,6,1.0
539,246,2592000.0,18408000.0,60.0,3,1.0
540,17,2592000.0000000005,18408000.0,1.0,2,1.0
541,38,2592000.0,18408000.0,60.0,4,1.0
542,18,2592000.0,18408000.0,60.0,4,1.0
543,28,2592000.0,18408000.0,600.0,2,1.0
544,18,2592000.0,18408000.0,60.0,4,1.0
545,39,2592000.0,18408000.0,10.0,3,1.0
546,1524,2592000.0,18408000.0,600.0,4,1.0
547,12,2592000.0,18408000.0,600.0,2,1.0
548,11,2592000.0,18408000.0,60.0,2,1.0
549,21,2592000.0,18408000.0,10.0,5,1.0
550,10,2592000.0,18408000.0,60.0,3,1.0
551,23,2592000.0,18408000.0,60.0,4,1.0
552,16,2592000.0000000005,18408000.0,1.0,7,1.0
553,34,2592000.0000000005,18408000.0,1.0,3,1.0
554,18,2592000.0,18408000.0,600.0,5,1.0
555,23,2592000.0000000005,18408000.0,1.0,3,1.0
556,36,2592000.0,18408000.0,600.0,5,1.0
557,64,2592000.0,18408000.0,10.0,3,1.0
558,227,2592000.0,18408000.0,60.0,5,1.0
559,99,2592000.0,18408000.0,600.0,6,1.0
560,45,2592000.0000000005,18408000.0,1.0,7,1.0
561,119,2592000.0,18408000.0,10.0,5,1.0
562,96,2592000.0,18408000.0,600.0,5,1.0
563,25,2592000.0000000005,18408000.0,1.0,2,1.0
564,78,2592000.0,18408000.0,60.0,5,1.0
565,62,2592000.0,18408000.0,10.0,4,1.0
566,45,2592000.0,18408000.0,60.0,4,1.0
567,71,2592000.0,18408000.0,60.0,2,1.0
568,37,2592000.0,18408000.0,600.0,5,1.0
569,46,2592000.0,18408000.0,10.0,2,1.0
570,9,2592000.0,18408000.0,600.0,4,1.0
571,15,2592000.0,18408000.0,60.0,3,1.0
572,15,2592000.0,18408000.0,10.0,4,1.0
573,70,2592000.0,18408000.0,10.0,4,1.0
574,121,2592000.0,18408000.0,600.0,2,1.0
575,39,2592000.0,18408000.0,10.0,4,1.0
576,21,2592000.0,18408000.0,60.0,4,1.0
577,32,2592000.0000000005,18408000.0,1.0,2,1.0
578,15,2592000.0000000005,18408000.0,1.0,2,1.0
579,58,2592000.0,18408000.0,600.0,2,1.0
580,33,2592000.0,18408000.0,600.0,5,1.0
581,29,2592000.0,18408000.0,10.0,2,1.0
582,37,2592000.0000000005,18408000.0,1.0,5,1.0
583,45,2592000.0,18408000.0,10.0,1,1.0
584,41,2592000.0,18408000.0,60.0,5,1.0
585,19,2592000.0,18408000.0,10.0,5,1.0
586,207,2592000.0,18408000.0,600.0,3,1.0
587,20,2592000.0,18408000.0,600.0,4,1.0
588,21,2592000.0000000005,18408000.0,1.0,3,1.0
589,87,2592000.0000000005,18408000.0,1.0,7,1.0
590,29,2592000.0,18408000.0,60.0,5,1.0
591,42,2592000.0,18408000.0,10.0,5,1.0
592,12,2592000.0,18408000.0,10.0,6,1.0
593,18,2592000.0,18408000.0,10.0,3,1.0
594,56,2592000.0000000005,18408000.0,1.0,1,1.0
595,29,2592000.0,18408000.0,600.0,4,1.0
596,65,2592000.0,18408000.0,10.0,4,1.0
597,30,2592000.0000000005,18408000.0,1.0,6,1.0
598,28,2592000.0,18408000.0,60.0,3,1.0
599,19,2592000.0,18408000.0,60.0,5,1.0
600,28,2592000.0,18408000.0,60.0,6,1.0
601,19,2592000.0000000005,18408000.0,1.0,6,1.0
602,24,2592000.0,18408000.0,10.0,4,1.0
603,20,2592000.0,18408000.0,600.0,3,1.0
604,35,2592000.0000000005,18408000.0,1.0,2,1.0
605,24,2592000.0000000005,18408000.0,1.0,2,1.0
606,62,2592000.0000000005,18408000.0,1.0,4,1.0
607,26,2592000.0,18408000.0,600.0,2,1.0
608,29,2592000.0,18408000.0,60.0,2,1.0
609,27,2592000.0,18408000.0,10.0,3,1.0
610,46,2592000.0,18408000.0,600.0,6,1.0
611,107,2592000.0,18408000.0,10.0,5,1.0
612,39,2592000.0,18408000.0,10.0,6,1.0
613,20,2592000.0,18408000.0,60.0,3,1.0
614,9,2592000.0,18408000.0,600.0,3,1.0
615,12,2592000.0,18408000.0,60.0,5,1.0
616,19,2592000.0000000005,18408000.0,1.0,1,1.0
617,13,2592000.0000000005,18408000.0,1.0,3,1.0
618,18,2592000.0,18408000.0,60.0,4,1.0
619,18,2592000.0,18408000.0,60.0,6,1.0
620,117,2592000.0,18408000.0,600.0,3,1.0
621,14,2592000.0,18408000.0,10.0,1,1.0
622,35,2592000.0,18408000.0,60.0,2,1.0
623,11,2592000.0,18408000.0,600.0,2,1.0
624,158,2592000.0000000005,18408000.0,1.0,5,1.0
625,16,2592000.0,18408000.0,10.0,3,1.0
626,124,2592000.0,18408000.0,10.0,3,1.0
627,21,2592000.0,18408000.0,10.0,5,1.0
628,26,2592000.0000000005,18408000.0,1.0,4,1.0
629,15,2592000.0000000005,18408000.0,1.0,4,1.0
630,12,2592000.0,18408000.0,600.0,4,1.0
631,39,2592000.0000000005,18408000.0,1.0,3,1.0
632,9,2592000.0,18408000.0,10.0,2,1.0
633,30,2592000.0,18408000.0,10.0,4,1.0
634,95,2592000.0000000005,18408000.0,1.0,5,1.0
635,15,2592000.0,18408000.0,600.0,4,1.0
636,15,2592000.0000000005,18408000.0,1.0,4,1.0
637,19,2592000.0,18408000.0,60.0,10,1.0
638,21,2592000.0,18408000.0,60.0,4,1.0
639,28,2592000.0,18408000.0,60.0,8,1.0
640,17,2592000.0,18408000.0,10.0,6,1.0
641,40,2592000.0000000005,18408000.0,1.0,3,1.0
642,31,2592000.0,18408000.0,60.0,1,1.0
643,42,2592000.0,18408000.0,600.0,2,1.0
644,26,2592000.0,18408000.0,10.0,3,1.0
645,528,2592000.0,18408000.0,60.0,7,1.0
646,17,2592000.0,18408000.0,10.0,5,1.0
647,35,2592000.0,18408000.0,600.0,5,1.0
648,21,2592000.0,18408000.0,60.0,5,1.0
649,36,2592000.0,18408000.0,600.0,6,1.0
650,13,2592000.0000000005,18408000.0,1.0,1,1.0
651,15,2592000.0,18408000.0,600.0,5,1.0
652,23,2592000.0,18408000.0,600.0,4,1.0
653,18,2592000.0,18408000.0,10.0,3,1.0
654,93,2592000.0,18408000.0,600.0,4,1.0
655,45,2592000.0,18408000.0,600.0,4,1.0
656,12,2592000.0,18408000.0,600.0,6,1.0
657,126,2592000.0000000005,18408000.0,1.0,4,1.0
658,12,2592000.0000000005,18408000.0,1.0,4,1.0
659,54,2592000.0,18408000.0,10.0,4,1.0
660,33,2592000.0,18408000.0,10.0,4,1.0
661,32,2592000.0,18408000.0,60.0,4,1.0
662,48,2592000.0000000005,18408000.0,1.0,6,1.0
663,113,2592000.0,18408000.0,10.0,5,1.0
664,14,2592000.0,18408000.0,10.0,1,1.0
665,208,2592000.0,18408000.0,10.0,4,1.0
666,125,2592000.0,18408000.0,10.0,2,1.0
667,15,2592000.0000000005,18408000.0,1.0,4,1.0
668,36,2592000.0000000005,18408000.0,1.0,4,1.0
669,59,2592000.0,18408000.0,10.0,4,1.0
670,137,2592000.0,18408000.0,10.0,5,1.0
671,39,2592000.0,18408000.0,60.0,2,1.0
672,61,2592000.0,18408000.0,600.0,5,1.0
673,12,2592000.0,18408000.0,10.0,3,1.0
674,17,2592000.0,18408000.0,600.0,3,1.0
675,32,2592000.0000000005,18408000.0,1.0,5,1.0
676,13,2592000.0,18408000.0,60.0,2,1.0
677,17,2592000.0000000005,18408000.0,1.0,5,1.0
678,15,2592000.0,18408000.0,600.0,7,1.0
679,17,2592000.0,18408000.0,10.0,5,1.0
680,18,2592000.0000000005,18408000.0,1.0,5,1.0
681,25,2592000.0,18408000.0,60.0,5,1.0
682,146,2592000.0000000005,18408000.0,1.0,5,1.0
683,10,2592000.0000000005,18408000.0,1.0,7,1.0
684,25,2592000.0,18408000.0,600.0,1,1.0
685,143,2592000.0,18408000.0,10.0,3,1.0
686,17,2592000.0000000005,18408000.0,1.0,6,1.0
687,13,2592000.0,18408000.0,60.0,5,1.0
688,68,2592000.0,18408000.0,60.0,5,1.0
689,65,2592000.0,18408000.0,10.0,5,1.0
690,18,2592000.0,18408000.0,60.0,4,1.0
691,44,2592000.0000000005,18408000.0,1.0,4,1.0
692,16,2592000.0,18408000.0,600.0,2,1.0
693,13,2592000.0000000005,18408000.0,1.0,3,1.0
694,68,2592000.0,18408000.0,10.0,5,1.0
695,12,2592000.0,18408000.0,600.0,2,1.0
696,88,2592000.0,18408000.0,60.0,3,1.0
697,33,2592000.0,18408000.0,60.0,5,1.0
698,57,2592000.0,18408000.0,600.0,3,1.0
699,14,2592000.0,18408000.0,60.0,2,1.0
700,26,2592000.0000000005,18408000.0,1.0,2,1.0
701,19,2592000.0,18408000.0,600.0,6,1.0
702,47,2592000.0,18408000.0,600.0,1,1.0
703,28,2592000.0,18408000.0,10.0,3,1.0
704,33,2592000.0000000005,18408000.0,1.0,4,1.0
705,16,2592000.0,18408000.0,60.0,6,1.0
706,20,2592000.0,18408000.0,60.0,6,1.0
707,16,2592000.0,18408000.0,10.0,7,1.0
708,10,2592000.0000000005,18408000.0,1.0,7,1.0
709,15,2592000.0,18408000.0,60.0,4,1.0
710,14,2592000.0,18408000.0,600.0,2,1.0
711,18,2592000.0000000005,18408000.0,1.0,4,1.0
712,18,2592000.0,18408000.0,600.0,4,1.0
713,49,2592000.0000000005,18408000.0,1.0,4,1.0
714,63,2592000.0,18408000.0,10.0,4,1.0
715,24,2592000.0,18408000.0,600.0,4,1.0
716,40,2592000.0,18408000.0,600.0,4,1.0
717,8,2592000.0,18408000.0,600.0,4,1.0
718,13,2592000.0,18408000.0,60.0,3,1.0
719,59,2592000.0000000005,18408000.0,1.0,3,1.0
720,40,2592000.0,18408000.0,60.0,4,1.0
721,16,2592000.0000000005,18408000.0,1.0,4,1.0
722,18,2592000.0,18408000.0,600.0,3,1.0
723,11,2592000.0,18408000.0,10.0,4,1.0
724,27,2592000.0,18408000.0,10.0,1,1.0
725,10,2592000.0,18408000.0,10.0,3,1.0
726,18,2592000.0,18408000.0,60.0,5,1.0
727,22,2592000.0,18408000.0,10.0,7,1.0
728,14,2592000.0,18408000.0,60.0,3,1.0
729,57,2592000.0,18408000.0,60.0,6,1.0
730,16,2592000.0000000005,18408000.0,1.0,7,1.0
731,19,2592000.0,18408000.0,10.0,3,1.0
732,19,2592000.0000000005,18408000.0,1.0,6,1.0
733,199,2592000.0,18408000.0,60.0,3,1.0
734,17,2592000.0,18408000.0,600.0,3,1.0
735,19,2592000.0,18408000.0,10.0,5,1.0
736,18,2592000.0,18408000.0,600.0,4,1.0
737,29,2592000.0,18408000.0,600.0,5,1.0
738,24,2592000.0,18408000.0,600.0,2,1.0
739,19,2592000.0000000005,18408000.0,1.0,3,1.0
740,25,2592000.0,18408000.0,60.0,5,1.0
741,14,2592000.0,18408000.0,10.0,3,1.0
742,17,2592000.0000000005,18408000.0,1.0,2,1.0
743,22,2592000.0,18408000.0,60.0,6,1.0
744,17,2592000.0,18408000.0,600.0,2,1.0
745,42,2592000.0,18408000.0,10.0,1,1.0
746,15,2592000.0000000005,18408000.0,1.0,5,1.0
747,47,2592000.0,18408000.0,600.0,5,1.0
748,14,2592000.0,18408000.0,600.0,3,1.0
749,39,2592000.0,18408000.0,10.0,4,1.0
750,29,2592000.0,18408000.0,10.0,2,1.0
751,37,2592000.0,18408000.0,60.0,5,1.0
752,23,2592000.0000000005,18408000.0,1.0,2,1.0
753,14,2592000.0,18408000.0,10.0,3,1.0
754,40,2592000.0,18408000.0,10.0,6,1.0
755,17,2592000.0000000005,18408000.0,1.0,6,1.0
756,8,2592000.0000000005,18408000.0,1.0,3,1.0
757,33,2592000.0000000005,18408000.0,1.0,4,1.0
758,36,2592000.0,18408000.0,60.0,6,1.0
759,35,2592000.0000000005,18408000.0,1.0,5,1.0
760,14,2592000.0000000005,18408000.0,1.0,3,1.0
761,83,2592000.0,18408000.0,600.0,8,1.0
762,39,2592000.0,18408000.0,10.0,4,1.0
763,13,2592000.0,18408000.0,60.0,4,1.0
764,71,2592000.0000000005,18408000.0,1.0,2,1.0
765,23,2592000.0,18408000.0,600.0,4,1.0
766,17,2592000.0,18408000.0,10.0,3,1.0
767,24,2592000.0000000005,18408000.0,1.0,1,1.0
768,33,2592000.0,18408000.0,600.0,3,1.0
769,10,2592000.0,18408000.0,600.0,3,1.0
770,50,2592000.0,18408000.0,60.0,3,1.0
771,40,2592000.0000000005,18408000.0,1.0,4,1.0
772,33,2592000.0,18408000.0,60.0,7,1.0
773,20,2592000.0,18408000.0,10.0,6,1.0
774,44,2592000.0,18408000.0,10.0,4,1.0
775,19,2592000.0000000005,18408000.0,1.0,5,1.0
776,13,2592000.0,18408000.0,60.0,3,1.0
777,20,2592000.0000000005,18408000.0,1.0,4,1.0
778,70,2592000.0000000005,18408000.0,1.0,3,1.0
779,17,2592000.0000000005,18408000.0,1.0,3,1.0
780,20,2592000.0000000005,18408000.0,1.0,8,1.0
781,45,2592000.0000000005,18408000.0,1.0,6,1.0
782,21,2592000.0,18408000.0,10.0,7,1.0
783,12,2592000.0000000005,18408000.0,1.0,4,1.0
784,54,2592000.0,18408000.0,10.0,2,1.0
785,12,2592000.0000000005,18408000.0,1.0,8,1.0
786,15,2592000.0,18408000.0,10.0,5,1.0
787,14,2592000.0000000005,18408000.0,1.0,6,1.0
788,11,2592000.0000000005,18408000.0,1.0,2,1.0
789,89,2592000.0,18408000.0,600.0,5,1.0
790,123,2592000.0,18408000.0,600.0,5,1.0
791,59,2592000.0,18408000.0,10.0,3,1.0
792,91,2592000.0,18408000.0,10.0,4,1.0
793,29,2592000.0,18408000.0,600.0,3,1.0
794,847,2592000.0,18408000.0,600.0,3,1.0
795,36,2592000.0,18408000.0,10.0,6,1.0
796,22,2592000.0,18408000.0,600.0,1,1.0
797,34,2592000.0,18408000.0,600.0,4,1.0
798,19,2592000.0,18408000.0,600.0,5,1.0
799,45,2592000.0,18408000.0,600.0,1,1.0
800,29,2592000.0,18408000.0,600.0,2,1.0
801,34,2592000.0,18408000.0,600.0,5,1.0
802,17,2592000.0,18408000.0,600.0,5,1.0
803,72,2592000.0,18408000.0,600.0,5,1.0
804,37,2592000.0,18408000.0,10.0,4,1.0
805,22,2592000.0,18408000.0,600.0,5,1.0
806,18,2592000.0000000005,18408000.0,1.0,2,1.0
807,38,2592000.0,18408000.0,10.0,6,1.0
808,33,2592000.0,18408000.0,600.0,3,1.0
809,112,2592000.0000000005,18408000.0,1.0,6,1.0
810,35,2592000.0000000005,18408000.0,1.0,5,1.0
811,36,2592000.0,18408000.0,60.0,4,1.0
812,80,2592000.0,18408000.0,10.0,3,1.0
813,10,2592000.0000000005,18408000.0,1.0,7,1.0
814,19,2592000.0000000005,18408000.0,1.0,2,1.0
815,48,2592000.0000000005,18408000.0,1.0,2,1.0
816,23,2592000.0,18408000.0,600.0,5,1.0
817,70,2592000.0000000005,18408000.0,1.0,5,1.0
818,20,2592000.0000000005,18408000.0,1.0,4,1.0
819,13,2592000.0,18408000.0,10.0,4,1.0
820,17,2592000.0,18408000.0,600.0,5,1.0
821,227,2592000.0,18408000.0,600.0,4,1.0
822,10,2592000.0,18408000.0,600.0,6,1.0
823,12,2592000.0000000005,18408000.0,1.0,6,1.0
824,34,2592000.0,18408000.0,10.0,3,1.0
825,75,2592000.0,18408000.0,60.0,2,1.0
826,191,2592000.0000000005,18408000.0,1.0,5,1.0
827,14,2592000.0,18408000.0,600.0,2,1.0
828,58,2592000.0,18408000.0,10.0,3,1.0
829,18,2592000.0,18408000.0,600.0,6,1.0
830,18,2592000.0,18408000.0,10.0,2,1.0
831,36,2592000.0,18408000.0,60.0,4,1.0
832,35,2592000.0000000005,18408000.0,1.0,3,1.0
833,197,2592000.0,18408000.0,10.0,5,1.0
834,20,2592000.0,18408000.0,10.0,1,1.0
835,142,2592000.0000000005,18408000.0,1.0,4,1.0
836,25,2592000.0,18408000.0,60.0,3,1.0
837,18,2592000.0000000005,18408000.0,1.0,6,1.0
838,25,2592000.0000000005,18408000.0,1.0,2,1.0
839,75,2592000.0000000005,18408000.0,1.0,2,1.0
840,46,2592000.0000000005,18408000.0,1.0,7,1.0
841,24,2592000.0,18408000.0,60.0,7,1.0
842,20,2592000.0000000005,18408000.0,1.0,7,1.0
843,156,2592000.0,18408000.0,60.0,2,1.0
844,14,2592000.0,18408000.0,60.0,3,1.0
845,122,2592000.0,18408000.0,60.0,2,1.0
846,387,2592000.0,18408000.0,10.0,2,1.0
847,61,2592000.0,18408000.0,600.0,4,1.0
848,29,2592000.0,18408000.0,10.0,6,1.0
849,10,2592000.0,18408000.0,60.0,2,1.0
850,932,2592000.0,18408000.0,60.0,5,1.0
851,12,2592000.0,18408000.0,600.0,4,1.0
852,48,2592000.0,18408000.0,600.0,4,1.0
853,40,2592000.0000000005,18408000.0,1.0,3,1.0
854,20,2592000.0000000005,18408000.0,1.0,5,1.0
855,57,2592000.0000000005,18408000.0,1.0,5,1.0
856,73,2592000.0000000005,18408000.0,1.0,8,1.0
857,27,2592000.0,18408000.0,60.0,5,1.0
858,167,2592000.0,18408000.0,60.0,4,1.0
859,35,2592000.0,18408000.0,60.0,4,1.0
860,18,2592000.0,18408000.0,60.0,4,1.0
861,41,2592000.0,18408000.0,60.0,4,1.0
862,26,2592000.0,18408000.0,60.0,5,1.0
863,107,2592000.0,18408000.0,10.0,6,1.0
864,699,2592000.0000000005,18408000.0,1.0,3,1.0
865,18,2592000.0000000005,18408000.0,1.0,5,1.0
866,11,2592000.0000000005,18408000.0,1.0,2,1.0
867,848,2592000.0,18408000.0,60.0,4,1.0
868,411,2592000.0,18408000.0,60.0,4,1.0
869,45,2592000.0,18408000.0,10.0,4,1.0
870,61,2592000.0000000005,18408000.0,1.0,4,1.0
871,217,2592000.0,18408000.0,10.0,4,1.0
872,36,2592000.0000000005,18408000.0,1.0,4,1.0
873,65,2592000.0,18408000.0,60.0,4,1.0
874,16,2592000.0,18408000.0,60.0,4,1.0
875,36,2592000.0,18408000.0,600.0,1,1.0
876,14,2592000.0000000005,18408000.0,1.0,5,1.0
877,25,2592000.0,18408000.0,60.0,4,1.0
878,58,2592000.0,18408000.0,600.0,3,1.0
879,471,2592000.0000000005,18408000.0,1.0,3,1.0
880,17,2592000.0,18408000.0,600.0,4,1.0
881,26,2592000.0,18408000.0,10.0,6,1.0
882,305,2592000.0000000005,18408000.0,1.0,7,1.0
883,28,2592000.0000000005,18408000.0,1.0,4,1.0
884,46,2592000.0,18408000.0,10.0,5,1.0
885,91,2592000.0,18408000.0,10.0,3,1.0
886,21,2592000.0000000005,18408000.0,1.0,3,1.0
887,10,2592000.0,18408000.0,600.0,3,1.0
888,27,2592000.0,18408000.0,600.0,3,1.0
889,118,2592000.0,18408000.0,10.0,4,1.0
890,88,2592000.0000000005,18408000.0,1.0,2,1.0
891,49,2592000.0,18408000.0,60.0,4,1.0
892,24,2592000.0,18408000.0,60.0,4,1.0
893,27,2592000.0,18408000.0,10.0,4,1.0
894,23,2592000.0000000005,18408000.0,1.0,4,1.0
895,139,2592000.0,18408000.0,600.0,3,1.0
896,18,2592000.0000000005,18408000.0,1.0,3,1.0
897,12,2592000.0,18408000.0,600.0,5,1.0
898,21,2592000.0,18408000.0,60.0,8,1.0
899,16,2592000.0,18408000.0,600.0,3,1.0
900,45,2592000.0,18408000.0,600.0,4,1.0
901,300,2592000.0,18408000.0,10.0,3,1.0
902,62,2592000.0,18408000.0,60.0,4,1.0
903,17,2592000.0,18408000.0,600.0,5,1.0
904,15,2592000.0,18408000.0,10.0,5,1.0
905,20,2592000.0,18408000.0,10.0,5,1.0
906,36,2592000.0,18408000.0,10.0,4,1.0
907,101,2592000.0,18408000.0,600.0,5,1.0
908,82,2592000.0,18408000.0,600.0,5,1.0
909,73,2592000.0000000005,18408000.0,1.0,5,1.0
910,19,2592000.0,18408000.0,60.0,4,1.0
911,72,2592000.0,18408000.0,600.0,4,1.0
912,81,2592000.0,18408000.0,60.0,5,1.0
913,378,2592000.0000000005,18408000.0,1.0,4,1.0
914,1259,2592000.0,18408000.0,60.0,3,1.0
915,12,2592000.0,18408000.0,600.0,5,1.0
916,642,2592000.0000000005,18408000.0,1.0,5,1.0
917,17,2592000.0,18408000.0,600.0,3,1.0
918,10,2592000.0,18408000.0,600.0,8,1.0
919,16,2592000.0,18408000.0,60.0,5,1.0
920,29,2592000.0,18408000.0,600.0,5,1.0
921,18,2592000.0,18408000.0,60.0,6,1.0
922,25,2592000.0,18408000.0,60.0,6,1.0
923,8,2592000.0,18408000.0,600.0,6,1.0
924,37,2592000.0,18408000.0,60.0,5,1.0
925,63,2592000.0,18408000.0,10.0,5,1.0
926,49,2592000.0,18408000.0,10.0,6,1.0
927,98,2592000.0000000005,18408000.0,1.0,3,1.0
928,9,2592000.0000000005,18408000.0,1.0,3,1.0
929,122,2592000.0000000005,18408000.0,1.0,4,1.0
930,60,2592000.0,18408000.0,60.0,5,1.0
931,123,2592000.0,18408000.0,60.0,2,1.0
932,47,2592000.0,18408000.0,10.0,2,1.0
933,32,2592000.0,18408000.0,60.0,4,1.0
934,37,2592000.0000000005,18408000.0,1.0,1,1.0
935,23,2592000.0000000005,18408000.0,1.0,2,1.0
936,14,2592000.0,18408000.0,10.0,3,1.0
937,59,2592000.0,18408000.0,10.0,3,1.0
938,19,2592000.0,18408000.0,60.0,3,1.0
939,35,2592000.0,18408000.0,60.0,6,1.0
940,31,2592000.0,18408000.0,60.0,2,1.0
941,26,2592000.0,18408000.0,10.0,7,1.0
942,22,2592000.0000000005,18408000.0,1.0,5,1.0
943,57,2592000.0,18408000.0,60.0,3,1.0
944,15,2592000.0,18408000.0,10.0,3,1.0
945,303,2592000.0,18408000.0,600.0,3,1.0
946,201,2592000.0,18408000.0,60.0,3,1.0
947,23,2592000.0,18408000.0,600.0,3,1.0
948,13,2592000.0,18408000.0,10.0,4,1.0
949,34,2592000.0,18408000.0,10.0,3,1.0
950,14,2592000.0,18408000.0,10.0,4,1.0
951,12,2592000.0,18408000.0,10.0,5,1.0
952,164,2592000.0,18408000.0,10.0,5,1.0
953,13,2592000.0,18408000.0,10.0,5,1.0
954,22,2592000.0,18408000.0,60.0,4,1.0
955,64,2592000.0000000005,18408000.0,1.0,5,1.0
956,43,2592000.0000000005,18408000.0,1.0,4,1.0
957,46,2592000.0,18408000.0,10.0,1,1.0
958,47,2592000.0,18408000.0,60.0,5,1.0
959,31,2592000.0000000005,18408000.0,1.0,3,1.0
960,13,2592000.0,18408000.0,60.0,6,1.0
961,48,2592000.0,18408000.0,600.0,6,1.0
962,18,2592000.0000000005,18408000.0,1.0,7,1.0
963,13,2592000.0,18408000.0,60.0,5,1.0
964,22,2592000.0000000005,18408000.0,1.0,1,1.0
965,32,2592000.0,18408000.0,60.0,5,1.0
966,22,2592000.0,18408000.0,600.0,5,1.0
967,50,2592000.0000000005,18408000.0,1.0,5,1.0
968,11,2592000.0,18408000.0,60.0,5,1.0
969,163,2592000.0,18408000.0,60.0,6,1.0
970,66,2592000.0,18408000.0,600.0,6,1.0
971,10,2592000.0000000005,18408000.0,1.0,2,1.0
972,41,2592000.0,18408000.0,10.0,8,1.0
973,25,2592000.0,18408000.0,10.0,4,1.0
974,15,2592000.0,18408000.0,10.0,2,1.0
975,48,2592000.0,18408000.0,60.0,4,1.0
976,14,2592000.0000000005,18408000.0,1.0,5,1.0
977,23,2592000.0,18408000.0,600.0,4,1.0
978,18,2592000.0,18408000.0,10.0,5,1.0
979,16,2592000.0,18408000.0,600.0,3,1.0
980,32,2592000.0,18408000.0,10.0,4,1.0
981,19,2592000.0,18408000.0,10.0,4,1.0
982,35,2592000.0000000005,18408000.0,1.0,4,1.0
983,17,2592000.0,18408000.0,60.0,7,1.0
984,22,2592000.0,18408000.0,10.0,6,1.0
985,87,2592000.0,18408000.0,600.0,3,1.0
986,20,2592000.0,18408000.0,600.0,6,1.0
987,41,2592000.0000000005,18408000.0,1.0,2,1.0
988,11,2592000.0,18408000.0,10.0,3,1.0
989,18,2592000.0000000005,18408000.0,1.0,5,1.0
990,19,2592000.0,18408000.0,600.0,7,1.0
991,63,2592000.0,18408000.0,60.0,2,1.0
992,22,2592000.0,18408000.0,10.0,1,1.0
993,22,2592000.0,18408000.0,600.0,4,1.0
994,12,2592000.0000000005,18408000.0,1.0,2,1.0
995,12,2592000.0,18408000.0,60.0,3,1.0
996,10,2592000.0,18408000.0,600.0,5,1.0
997,34,2592000.0000000005,18408000.0,1.0,6,1.0
998,76,2592000.0,18408000.0,10.0,5,1.0
999,17,2592000.0,18408000.0,10.0,5,1.0
1000,47,2592000.0,18408000.0,10.0,2,1.0
1001,21,2592000.0,18408000.0,60.0,6,1.0
1002,101,2592000.0,18408000.0,60.0,4,1.0
1003,22,2592000.0,18408000.0,60.0,3,1.0
1004,61,2592000.0,18408000.0,600.0,3,1.0
1005,27,2592000.0,18408000.0,60.0,2,1.0
1006,15,2592000.0000000005,18408000.0,1.0,6,1.0
1007,20,2592000.0,18408000.0,60.0,6,1.0
1008,40,2592000.0,18408000.0,60.0,5,1.0
1009,18,2592000.0000000005,18408000.0,1.0,3,1.0
1010,30,2592000.0000000005,18408000.0,1.0,3,1.0
1011,45,2592000.0,18408000.0,10.0,3,1.0
1012,40,2592000.0,18408000.0,60.0,4,1.0
1013,29,2592000.0,18408000.0,600.0,4,1.0
1014,79,2592000.0000000005,18408000.0,1.0,4,1.0
1015,48,2592000.0,18408000.0,10.0,5,1.0
1016,306,2592000.0000000005,18408000.0,1.0,5,1.0
1017,35,2592000.0,18408000.0,60.0,3,1.0
1018,29,2592000.0000000005,18408000.0,1.0,4,1.0
1019,58,2592000.0,18408000.0,600.0,3,1.0
1020,20,2592000.0,18408000.0,600.0,3,1.0
1021,23,2592000.0,18408000.0,10.0,7,1.0
1022,110,2592000.0000000005,18408000.0,1.0,3,1.0
1023,27,2592000.0,18408000.0,600.0,5,1.0
1024,52,2592000.0,18408000.0,600.0,7,1.0
1025,172,2592000.0,18408000.0,600.0,3,1.0
1026,68,2592000.0,18408000.0,10.0,2,1.0
1027,10,2592000.0,18408000.0,10.0,5,1.0
1028,15,2592000.0,18408000.0,600.0,2,1.0
1029,81,2592000.0,18408000.0,10.0,3,1.0
1030,22,2592000.0,18408000.0,60.0,2,1.0
1031,48,2592000.0,18408000.0,600.0,5,1.0
1032,54,2592000.0,18408000.0,600.0,7,1.0
1033,15,2592000.0000000005,18408000.0,1.0,5,1.0
1034,9,2592000.0000000005,18408000.0,1.0,1,1.0
1035,52,2592000.0,18408000.0,60.0,6,1.0
1036,26,2592000.0,18408000.0,600.0,5,1.0
1037,165,2592000.0,18408000.0,60.0,5,1.0
1038,43,2592000.0,18408000.0,10.0,3,1.0
1039,16,2592000.0,18408000.0,10.0,1,1.0
1040,22,2592000.0,18408000.0,600.0,7,1.0
